"mudLogs","xmlns","xmlns:xsi","version","mudLog","uidWell","uidWellbore","uid","nameWell","nameWellbore","name","dTim","mudLogCompany","startMd","uom","endMd","uom","relatedLog","uidRef","geologyInterval","uid","typeLithology","mdTop","uom","mdBottom","uom","dTim","ropAv","uom","ropMn","uom","ropMx","uom","wobAv","uom","tqAv","uom","rpmAv","uom","wtMudAv","uom","ecdTdAv","uom","dxcAv","lithology","uid","type","codeLith","lithPc","uom","qualifier","uid","type","mdTop","uom","mdBottom","uom","abundance","uom","commonTime","dTimLastChange","chromatograph","dTim","mdBottom","uom","methAv","uom","methMn","uom","methMx","uom","ethAv","uom","ethMn","uom","ethMx","uom","propAv","uom","propMn","uom","propMx","uom","ibutAv","uom","ibutMn","uom","ibutMx","uom","nbutAv","uom","nbutMn","uom","nbutMx","uom","ipentAv","uom","ipentMn","uom","ipentMx","uom","npentAv","uom","npentMn","uom","npentMx","uom","mudGas","gasAv","uom","gasPeak","uom","gasBackgnd","uom","commonData","sourceName","dTimCreation","dTimLastChange","itemState","priv_userLastChange","priv_ipLastChange","priv_userOwner","priv_ipOwner","priv_dTimReceived"
,"http://www.witsml.org/schemas/1series","http://www.w3.org/2001/XMLSchema-instance","1.4.1.1",,"dd19bf7b-02a7-4383-9038-ce201cee4d91","e0cab46e-aa2a-4d69-b466-108dafd4ae62","3RJGJ56","NO 15/9-F-15","NO 15/9-F-15 D","15/9-F-15 D","2013-12-01T21:02:30.000Z","BHI","1380.1","m","4685","m","DrillDepth","121RJGJ56",,"int1RJGJ56","interpreted","1380.1","m","1410","m","2013-11-10T22:49:01.000Z","0.00536307810758315","m/s","0.000400457665903894","m/s","0.00166666666666641","m/s","79490.0363945312","N","11037.08749","N.m","1.4215896648","c/s","1400","kg/m3","1399.828964","kg/m3","0.808020497335077",,"int1RJGJ561","claystone","90","100","%",,"int1RJGJ5611","pyrite","1380.1","m","1410","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INTEQ","2013-11-10T06:08:22.917Z","2016-07-12T16:35:48.139Z","actual","sc-sync-bhi","143.97.229.4","statfeedstg","10.166.14.6","2016-07-08T21:37:38.651Z"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int1RJGJ5613","mica","1380.1","m","1410","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"2RJGJ56","cuttings","1410","m","1440","m","2013-11-10T22:49:01.000Z","0.007997447179","m/s","0.00162396827098295","m/s","0.00265945658437126","m/s","49199.7235508906","N","10937.664001","N.m","1.999623275","c/s","1400","kg/m3","1402.637556","kg/m3","0.64246872185422",,"2RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-10T21:02:41.000Z","1440","m","1613","ppm","231","ppm","2490","ppm","-2978425532","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"2066","ppm","2078","ppm","2062","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"1RJGJ56","cuttings","1410","m","1410","m","2013-11-28T22:05:13.000Z",,,,,,,,,,,,,,,,,,,"1RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-10T19:25:41.000Z","1410","m","1648","ppm","1648","ppm","1648","ppm","-999","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"2478","ppm","2522","ppm","2419","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int2RJGJ56","interpreted","1410","m","1440","m","2013-11-11T02:57:30.000Z","0.007997447179","m/s","0.00162396827098295","m/s","0.00265945658437126","m/s","49199.7235508906","N","10937.664001","N.m","1.999623275","c/s","1400","kg/m3","1402.637556","kg/m3","0.64246872185422",,"int2RJGJ561","claystone","90","100","%",,"int2RJGJ5611","mica","1410","m","1440","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int2RJGJ5612","pyrite","1410","m","1440","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int2RJGJ5613","calcareous","1410","m","1440","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int3RJGJ56","interpreted","1440","m","1460","m","2013-11-14T03:54:59.000Z","0.0078058989530303","m/s","0.00266825965750697","m/s","0.00315190773362825","m/s","33501.4905229107","N","10582.88875","N.m","1.936630325","c/s","1400","kg/m3","1402.65378181818","kg/m3","0.597617054745916",,"int3RJGJ561","claystone","90","100","%",,"int3RJGJ5612","calcareous","1440","m","1460","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int3RJGJ5613","mica","1440","m","1460","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int3RJGJ5611","pyrite","1440","m","1460","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"3RJGJ56","cuttings","1440","m","1470","m","2013-11-11T02:11:47.000Z","0.008109017938","m/s","0.00266825965750697","m/s","0.00339763675487938","m/s","36392.2083351211","N","10908.709126","N.m","1.9587011245","c/s","1400","kg/m3","1402.662987","kg/m3","0.605740315426326",,"3RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:52:28.000Z","1470","m","1306","ppm","15","ppm","3526","ppm","0","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"2223","ppm","4317","ppm","132","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int4RJGJ56","interpreted","1460","m","1500","m","2013-11-11T02:57:31.000Z","0.00793504006044776","m/s","0.00316013729435436","m/s","0.00391032325338895","m/s","38287.6025357509","N","11219.6197507463","N.m","1.99826710223881","c/s","1400","kg/m3","1402.69903134328","kg/m3","0.620674649801542",,"int4RJGJ561","claystone","90","100","%",,"int4RJGJ5612","pyrite","1460","m","1500","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int4RJGJ5613","calcareous","1470","m","1500","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"4RJGJ56","cuttings","1470","m","1500","m","2013-11-11T02:11:47.000Z","0.007675829052","m/s","0.0034040788630452","m/s","0.00391032325338895","m/s","37024.1628079062","N","11110.287915","N.m","1.997152807","c/s","1400","kg/m3","1402.705211","kg/m3","0.620390971440045",,"4RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:53:17.000Z","1500","m","2042","ppm","21","ppm","4423","ppm","0","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"2722","ppm","2981","ppm","2528","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int6RJGJ56","interpreted","1500","m","1530","m","2013-11-11T03:35:05.000Z","0.007793547296","m/s","0.00391550579351647","m/s","0.00431791358415614","m/s","40566.28464","N","10469.506552","N.m","2.171136623","c/s","1400","kg/m3","1402.809888","kg/m3","0.645573459827082",,"int6RJGJ561","claystone","90","100","%",,"int6RJGJ5612","calcareous","1500","m","1530","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int6RJGJ5611","pyrite","1500","m","1530","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"5RJGJ56","cuttings","1500","m","1530","m","2013-11-11T03:35:04.000Z","0.007793547296","m/s","0.00391550579351647","m/s","0.00431791358415614","m/s","40566.28464","N","10469.506552","N.m","2.171136623","c/s","1400","kg/m3","1402.809888","kg/m3","0.645573459827082",,"5RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:54:05.000Z","1530","m","1760","ppm","21","ppm","4086","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"2772","ppm","2813","ppm","2724","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"6RJGJ56","cuttings","1530","m","1560","m","2013-11-11T03:36:39.000Z","0.008400414599","m/s","0.00432207045291157","m/s","0.00469740859625773","m/s","45222.43376","N","11300.634892","N.m","2.333071234","c/s","1400","kg/m3","1402.980102","kg/m3","0.658278571554066",,"6RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:54:55.000Z","1560","m","1939","ppm","13","ppm","4846","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"5057","ppm","5074","ppm","5035","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int5RJGJ56","interpreted","1530","m","1560","m","2013-11-11T03:35:05.000Z","0.008400414599","m/s","0.00432207045291157","m/s","0.00469740859625773","m/s","45222.43376","N","11300.634892","N.m","2.333071234","c/s","1400","kg/m3","1402.980102","kg/m3","0.658278571554066",,"int5RJGJ561","claystone","90","100","%",,"int5RJGJ5611","mica","1530","m","1560","m","1","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int5RJGJ5613","calcareous","1530","m","1560","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int5RJGJ5612","pyrite","1530","m","1560","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"7RJGJ56","cuttings","1560","m","1590","m","2013-11-11T04:26:18.000Z","0.008078584518","m/s","0.00470057616601924","m/s","0.00498090652498755","m/s","54681.00181","N","12052.922783","N.m","2.332230349","c/s","1400","kg/m3","1402.995493","kg/m3","0.690968173632412",,"7RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-29T23:55:21.000Z","1590","m","-67373","ppm","16","ppm","31589","ppm","-7613","ppm","0","ppm","2924","ppm","-3444","ppm","0","ppm","1507","ppm","-316","ppm","0","ppm","142","ppm","-783","ppm","0","ppm","410","ppm","-146","ppm","0","ppm","100","ppm","-146","ppm","0","ppm","136","ppm",,"6055","ppm","6070","ppm","6031","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int7RJGJ56","interpreted","1560","m","1590","m","2013-11-11T04:26:18.000Z","0.008078584518","m/s","0.00470057616601924","m/s","0.00498090652498755","m/s","54681.00181","N","12052.922783","N.m","2.332230349","c/s","1400","kg/m3","1402.995493","kg/m3","0.690968173632412",,"int7RJGJ561","claystone","90","100","%",,"int7RJGJ5613","mica","1560","m","1590","m","1","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int7RJGJ5611","pyrite","1560","m","1590","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int7RJGJ5612","calcareous","1560","m","1590","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int10RJGJ56","interpreted","1590","m","1609.9","m","2013-11-11T08:43:06.000Z","0.00736080304242424","m/s","0.00498400284393885","m/s","0.00511072103699703","m/s","61378.4196060606","N","12691.5003030303","N.m","2.33207546818182","c/s","1400","kg/m3","1403.00338939394","kg/m3","0.722364722190326",,"int10RJGJ561","claystone","90","100","%",,"int10RJGJ5611","pyrite","1590","m","1609.9","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int10RJGJ5612","mica","1590","m","1609.9","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"8RJGJ56","cuttings","1590","m","1620","m","2013-11-11T08:40:35.000Z","0.007794617769","m/s","0.00498400284393885","m/s","0.005197730324425","m/s","57092.46089","N","12634.0627","N.m","2.33206721","c/s","1400","kg/m3","1402.999557","kg/m3","0.702610321905658",,"8RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:56:33.000Z","1620","m","2615","ppm","21","ppm","5077","ppm","0","ppm","0","ppm","0","ppm","-536859060","ppm","0","ppm","2","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"306","ppm","518","ppm","134","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int9RJGJ56","interpreted","1609.9","m","1629.9","m","2013-11-11T08:42:10.000Z","0.00863272876417911","m/s","0.00511015368215332","m/s","0.00528106508875739","m/s","52041.3592835821","N","12707.5809701493","N.m","2.33366033731343","c/s","1400","kg/m3","1402.99384328358","kg/m3","0.673077200821643",,"int9RJGJ561","claystone","90","100","%",,"int9RJGJ5613","pyrite","1609.9","m","1629.9","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int9RJGJ5611","mica","1609.9","m","1629.9","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"9RJGJ56","cuttings","1620","m","1650","m","2013-11-11T08:40:35.000Z","0.00820650465656566","m/s","0.00520039819944598","m/s","0.00541614009749052","m/s","55459.5332525252","N","12522.5029090909","N.m","2.33333022222222","c/s","1400","kg/m3","1403.00057676768","kg/m3","0.690396511097309",,"9RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:57:22.000Z","1650","m","2291","ppm","21","ppm","5221","ppm","0","ppm","0","ppm","0","ppm","1","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"3157","ppm","3245","ppm","3059","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int8RJGJ56","interpreted","1629.9","m","1650.1","m","2013-11-11T08:43:06.000Z","0.00799545318030303","m/s","0.00528338542106597","m/s","0.00541614009749052","m/s","55484.7441666667","N","12334.6532272727","N.m","2.33233620454546","c/s","1400","kg/m3","1403.00305454545","kg/m3","0.694515798024058",,"int8RJGJ561","claystone","90","100","%",,"int8RJGJ5612","mica","1629.9","m","1650.1","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int8RJGJ5611","pyrite","1629.9","m","1650.1","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"10RJGJ56","cuttings","1650","m","1680","m","2013-11-12T01:00:22.000Z","0.008895763673","m/s","0.00541824523422936","m/s","0.00561377245508982","m/s","77886.5618522656","N","14531.522768","N.m","2.33406939","c/s","1400","kg/m3","1402.992014","kg/m3","0.727488637674484",,"10RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:58:11.000Z","1680","m","2319","ppm","14","ppm","5437","ppm","0","ppm","0","ppm","5","ppm","0","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"3340","ppm","6581","ppm","134","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int11RJGJ56","interpreted","1650.1","m","1680","m","2013-11-12T01:01:25.000Z","0.008895763673","m/s","0.00541824523422936","m/s","0.00561377245508982","m/s","77886.5618522656","N","14531.522768","N.m","2.33406939","c/s","1400","kg/m3","1402.992014","kg/m3","0.727488637674484",,"int11RJGJ561","claystone","90","100","%",,"int11RJGJ5613","mica","1650.1","m","1680","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int11RJGJ5612","pyrite","1650.1","m","1680","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"11RJGJ56","cuttings","1680","m","1710","m","2013-11-12T02:08:00.000Z","0.009525598686","m/s","0.00561602333931777","m/s","0.00581795102343048","m/s","76086.11215","N","14149.14228","N.m","2.332321735","c/s","1400","kg/m3","1403.015386","kg/m3","0.714212930921696",,"11RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:58:59.000Z","1710","m","2612","ppm","14","ppm","6138","ppm","0","ppm","0","ppm","0","ppm","-1621459459","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"6667","ppm","6679","ppm","6664","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int13RJGJ56","interpreted","1680","m","1709.9","m","2013-11-12T02:08:00.000Z","0.00952018536969697","m/s","0.00561602333931777","m/s","0.00581573794782241","m/s","75766.9370202021","N","14097.2767676768","N.m","2.33227235050505","c/s","1400","kg/m3","1403.01529292929","kg/m3","0.713691314262994",,"int13RJGJ561","claystone","90","100","%",,"int13RJGJ5612","mica","1680","m","1709.9","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int13RJGJ5611","pyrite","1680","m","1709.9","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int12RJGJ56","interpreted","1709.9","m","1739.8","m","2013-11-18T10:20:34.000Z","0.008460706869","m/s","0.00579849706807903","m/s","0.00590543424725004","m/s","91931.5503399999","N","14202.418873","N.m","2.332665618","c/s","1400","kg/m3","1403.029607","kg/m3","0.772012344028738",,"int12RJGJ561","claystone","90","100","%",,"int12RJGJ5612","calcareous","1709.9","m","1739.8","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int12RJGJ5613","pyrite","1709.9","m","1739.8","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int12RJGJ5611","dolomitic","1709.9","m","1739.8","m","4","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"12RJGJ56","cuttings","1710","m","1740","m","2013-11-12T02:08:00.000Z","0.008460355889","m/s","0.00579849706807903","m/s","0.00590744995077125","m/s","92051.2293399999","N","14179.730943","N.m","2.332688686","c/s","1400","kg/m3","1403.029709","kg/m3","0.772223143750233",,"12RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T15:59:48.000Z","1740","m","2571","ppm","21","ppm","5549","ppm","0","ppm","0","ppm","0","ppm","1","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"3052","ppm","3297","ppm","2685","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int14RJGJ56","interpreted","1739.8","m","1770","m","2013-11-12T04:08:08.000Z","0.00898455366237623","m/s","0.00590744995077125","m/s","0.00604121136434593","m/s","113879.869009901","N","14913.1494059406","N.m","2.33292457326733","c/s","1400","kg/m3","1403.0397970297","kg/m3","0.799060291939797",,"int14RJGJ561","claystone","90","100","%",,"int14RJGJ5613","mica","1739.8","m","1770","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int14RJGJ5612","pyrite","1739.8","m","1770","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"14RJGJ56","cuttings","1740","m","1770","m","2013-11-12T07:41:06.000Z","0.00897413500899999","m/s","0.0059094636706577","m/s","0.00604121136434593","m/s","113822.1442","N","14892.13055","N.m","2.332858643","c/s","1400","kg/m3","1403.039847","kg/m3","0.79918156533637",,"14RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:00:36.000Z","1770","m","3461","ppm","21","ppm","6485","ppm","0","ppm","0","ppm","0","ppm","-999899999","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"3569","ppm","3657","ppm","3476","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int15RJGJ56","interpreted","1770","m","1800","m","2013-11-12T05:29:35.000Z","0.009167681714","m/s","0.00601281873933693","m/s","0.00614700114158593","m/s","96420.58916","N","15283.14066","N.m","2.333774496","c/s","1400","kg/m3","1403.050172","kg/m3","0.763879674025613",,"int15RJGJ561","claystone","90","100","%",,"int15RJGJ5613","pyrite","1770","m","1800","m","1","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int15RJGJ5611","mica","1770","m","1800","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"13RJGJ56","cuttings","1770","m","1800","m","2013-11-12T07:41:06.000Z","0.009167681714","m/s","0.00601281873933693","m/s","0.00614700114158593","m/s","96420.58916","N","15283.14066","N.m","2.333774496","c/s","1400","kg/m3","1403.050172","kg/m3","0.763879674025613",,"13RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:01:25.000Z","1800","m","3475","ppm","21","ppm","7503","ppm","0","ppm","0","ppm","0","ppm","2","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"6701","ppm","6716","ppm","6665","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int20RJGJ56","interpreted","1800","m","1811.1","m","2013-11-12T07:53:32.000Z","0.00910654493243243","m/s","0.00614851224436057","m/s","0.00619788371959284","m/s","63830.3363783784","N","13184.9242972973","N.m","2.33426217837838","c/s","1400","kg/m3","1403.05722432432","kg/m3","0.691592029067929",,"int20RJGJ561","claystone","90","100","%",,"int20RJGJ5611","pyrite","1800","m","1811.1","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
