"mudLogs","xmlns","xmlns:xsi","version","mudLog","uidWell","uidWellbore","uid","nameWell","nameWellbore","name","dTim","mudLogCompany","startMd","uom","endMd","uom","relatedLog","uidRef","geologyInterval","uid","typeLithology","mdTop","uom","mdBottom","uom","dTim","ropAv","uom","ropMn","uom","ropMx","uom","wobAv","uom","tqAv","uom","rpmAv","uom","wtMudAv","uom","ecdTdAv","uom","dxcAv","lithology","uid","type","codeLith","lithPc","uom","qualifier","uid","type","mdTop","uom","mdBottom","uom","abundance","uom","commonTime","dTimLastChange","chromatograph","dTim","mdBottom","uom","methAv","uom","methMn","uom","methMx","uom","ethAv","uom","ethMn","uom","ethMx","uom","propAv","uom","propMn","uom","propMx","uom","ibutAv","uom","ibutMn","uom","ibutMx","uom","nbutAv","uom","nbutMn","uom","nbutMx","uom","ipentAv","uom","ipentMn","uom","ipentMx","uom","npentAv","uom","npentMn","uom","npentMx","uom","mudGas","gasAv","uom","gasPeak","uom","gasBackgnd","uom","commonData","sourceName","dTimCreation","dTimLastChange","itemState","priv_userLastChange","priv_ipLastChange","priv_userOwner","priv_ipOwner","priv_dTimReceived"
,,,,,,,,,,,,,,,,,,,,"73RJGJ56","cuttings","3990","m","4020","m","2013-11-30T09:17:58.000Z","0.008459426536","m/s","0.0070783298","m/s","0.0071229389","m/s","66616.49078","N","22769.77361","N.m","2.000018125","c/s","1320","kg/m3","1435.570865","kg/m3","0.987674049999999",,"73RJGJ561","claystone","90","40","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T05:40:41.000Z","4020","m","3270","ppm","395","ppm","18424","ppm","293","ppm","37","ppm","1720","ppm","173","ppm","29","ppm","841","ppm","22","ppm","5","ppm","76","ppm","79","ppm","22","ppm","218","ppm","31","ppm","12","ppm","55","ppm","47","ppm","20","ppm","76","ppm",,"23919","ppm","24418","ppm","23228","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73RJGJ562","sandstone","220","60","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int143RJGJ56","interpreted","3990","m","4020","m","2013-11-30T13:23:30.000Z","0.008459426536","m/s","0.0070783298","m/s","0.0071229389","m/s","66616.49078","N","22769.77361","N.m","2.000018125","c/s","1320","kg/m3","1435.570865","kg/m3","0.987674049999999",,"int143RJGJ561","sandstone","220","100","%",,"int143RJGJ5612","pyrite","3960","m","3990","m","7","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int143RJGJ5611","pyrite","3990","m","4020","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int143RJGJ5613","argillaceous","3990","m","4020","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int149RJGJ56","interpreted","4020","m","4050","m","2013-11-30T09:20:43.000Z","0.008619043582","m/s","0.0071235349","m/s","0.0071719906","m/s","35752.07674","N","22442.99468","N.m","2.000128166","c/s","1320","kg/m3","1435.238272","kg/m3","0.987674049999999",,"int149RJGJ561","sandstone","220","100","%",,"int149RJGJ5612","pyrite","4020","m","4050","m","7","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"74RJGJ56","cuttings","4020","m","4050","m","2013-11-30T09:17:58.000Z","0.008619043582","m/s","0.0071235349","m/s","0.0071719906","m/s","35752.07674","N","22442.99468","N.m","2.000128166","c/s","1320","kg/m3","1435.238272","kg/m3","0.987674049999999",,"74RJGJ562","sandstone","220","70","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T06:47:58.000Z","4050","m","23037","ppm","2760","ppm","29223","ppm","2144","ppm","301","ppm","2682","ppm","1047","ppm","175","ppm","1293","ppm","93","ppm","18","ppm","114","ppm","265","ppm","58","ppm","321","ppm","64","ppm","18","ppm","76","ppm","89","ppm","30","ppm","105","ppm",,"29821","ppm","29957","ppm","29685","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74RJGJ561","claystone","90","30","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"75RJGJ56","cuttings","4050","m","4080","m","2013-11-30T13:30:59.000Z","0.00845974709901961","m/s","0.0071693923","m/s","0.0072096719","m/s","69467.5347745098","N","23985.3172745098","N.m","2.18076484705882","c/s","1320","kg/m3","1437.68642058824","kg/m3","0.987674049999999",,"75RJGJ562","sandstone","220","30","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T08:02:48.000Z","4080","m","7650","ppm","1942","ppm","28012","ppm","847","ppm","278","ppm","2546","ppm","504","ppm","198","ppm","1207","ppm","52","ppm","25","ppm","105","ppm","160","ppm","83","ppm","295","ppm","46","ppm","31","ppm","70","ppm","67","ppm","47","ppm","96","ppm",,"5535","ppm","5544","ppm","5530","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75RJGJ561","claystone","90","70","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int150RJGJ56","interpreted","4050","m","4080","m","2013-11-30T09:20:43.000Z","0.00845974709901961","m/s","0.0071693923","m/s","0.0072096719","m/s","69467.5347745098","N","23985.3172745098","N.m","2.18076484705882","c/s","1320","kg/m3","1437.68642058824","kg/m3","0.987674049999999",,"int150RJGJ561","claystone","90","100","%",,"int150RJGJ5611","pyrite","4050","m","4080","m","7","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"76RJGJ56","cuttings","4080","m","4110","m","2013-11-30T10:48:50.000Z","0.008089354942","m/s","0.0072101239","m/s","0.007234025","m/s","69633.709039","N","23449.63871","N.m","2.333751467","c/s","1320","kg/m3","1437.711784","kg/m3","0.987674049999999",,"76RJGJ561","claystone","90","40","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T10:01:18.000Z","4110","m","2619","ppm","17","ppm","12993","ppm","373","ppm","2","ppm","1274","ppm","272","ppm","3","ppm","662","ppm","32","ppm","-999","ppm","62","ppm","102","ppm","3","ppm","179","ppm","33","ppm","-999","ppm","49","ppm","48","ppm","4","ppm","71","ppm",,"16412","ppm","17328","ppm","15217","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76RJGJ562","sandstone","220","60","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int151RJGJ56","interpreted","4080","m","4110","m","2013-11-30T10:50:41.000Z","0.008089354942","m/s","0.0072101239","m/s","0.007234025","m/s","69633.709039","N","23449.63871","N.m","2.333751467","c/s","1320","kg/m3","1437.711784","kg/m3","0.987674049999999",,"int151RJGJ561","sandstone","220","100","%",,"int151RJGJ5612","pyrite","4080","m","4110","m","7","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int153RJGJ56","interpreted","4110","m","4140","m","2013-11-30T13:33:57.000Z","0.008378967209","m/s","0.0072344469","m/s","0.0072693027","m/s","45577.5299513","N","22611.60284","N.m","2.332610465","c/s","1320","kg/m3","1437.204277","kg/m3","0.987674049999999",,"int153RJGJ561","sandstone","220","100","%",,"int153RJGJ5611","carbonaceous","4110","m","4140","m","1","%",,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int153RJGJ5612","argillaceous","4110","m","4140","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int153RJGJ5613","pyrite","4110","m","4140","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"77RJGJ56","cuttings","4110","m","4140","m","2013-11-30T13:21:22.000Z","0.008378967209","m/s","0.0072344469","m/s","0.0072693027","m/s","45778.9335698125","N","22611.60284","N.m","2.332610465","c/s","1320","kg/m3","1437.204277","kg/m3","0.987674049999999",,"77RJGJ562","claystone","90","30","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T11:23:05.000Z","4140","m","21116","ppm","906","ppm","28550","ppm","1979","ppm","101","ppm","2639","ppm","987","ppm","63","ppm","1291","ppm","88","ppm","7","ppm","113","ppm","249","ppm","24","ppm","318","ppm","58","ppm","8","ppm","73","ppm","79","ppm","15","ppm","99","ppm",,"27283","ppm","27406","ppm","27138","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77RJGJ563","sandstone","220","40","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77RJGJ561","limestone","530","30","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int156RJGJ56","interpreted","4110","m","4110.5","m","2013-11-30T16:04:19.000Z","0.008542088","m/s","0.0072344469","m/s","0.0072344469","m/s","48112.298","N","22365.386","N.m","2.3333991","c/s","1320","kg/m3","1436.8824","kg/m3","0.98767405",,"int156RJGJ561","sandstone","220","100","%",,"int156RJGJ5611","pyrite","4110","m","4110.5","m","5","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int156RJGJ5613","carbonaceous","4110","m","4110.5","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int156RJGJ5612","argillaceous","4110","m","4110.5","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int158RJGJ56","interpreted","4110.5","m","4114.2","m","2013-12-01T21:13:20.000Z","0.00854056822307692","m/s","0.0072348423","m/s","0.0072397767","m/s","47660.3337692308","N","22307.0661538462","N.m","2.33295286923077","c/s","1320","kg/m3","1436.9278","kg/m3","0.98767405",,"int158RJGJ561","sandstone","220","100","%",,"int158RJGJ5612","argillaceous","4116.7","m","4140","m","7","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int158RJGJ5611","pyrite","4116.7","m","4140","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int193RJGJ56","interpreted","4114.2","m","4114.7","m","2013-12-01T21:14:32.000Z","0.0085382375","m/s","0.0072401306","m/s","0.0072401306","m/s","49269.586","N","22748.654","N.m","2.3342052","c/s","1320","kg/m3","1436.9736","kg/m3","0.98767405",,"int193RJGJ561","limestone","530","100","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int192RJGJ56","interpreted","4114.7","m","4116.7","m","2013-12-01T21:14:32.000Z","0.00871312305714286","m/s","0.0072408226","m/s","0.0072433108","m/s","48586.8127142857","N","22197.2042857143","N.m","2.33313414285714","c/s","1320","kg/m3","1436.99931428571","kg/m3","0.98767405",,"int192RJGJ561","sandstone","220","100","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int157RJGJ56","interpreted","4116.7","m","4135.1","m","2013-12-01T21:13:20.000Z","0.0082424476147541","m/s","0.0072437994","m/s","0.007262301","m/s","50179.8844098361","N","22566.1021147541","N.m","2.3320650852459","c/s","1320","kg/m3","1437.21998196721","kg/m3","0.987674050000001",,"int157RJGJ561","sandstone","220","100","%",,"int157RJGJ5611","pyrite","4116.7","m","4135.1","m","5","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int157RJGJ5612","argillaceous","4116.7","m","4135.1","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int157RJGJ5613","carbonaceous","4116.7","m","4135.1","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int195RJGJ56","interpreted","4135.1","m","4135.6","m","2013-12-01T21:14:32.000Z","0.0081411149","m/s","0.0072625974","m/s","0.0072629338","m/s","46387.159","N","22249.416","N.m","2.33146895","c/s","1320","kg/m3","1437.4236","kg/m3","0.98767405",,"int195RJGJ561","limestone","530","100","%",,"int195RJGJ5611","pyrite","4135.6","m","4140","m","5","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int195RJGJ5613","carbonaceous","4135.6","m","4140","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int195RJGJ5612","argillaceous","4135.6","m","4140","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int194RJGJ56","interpreted","4135.6","m","4140","m","2013-12-01T21:14:32.000Z","0.00864837418666667","m/s","0.0072636852","m/s","0.0072693027","m/s","24471.4785320833","N","23309.5262","N.m","2.33428052","c/s","1320","kg/m3","1437.48326666667","kg/m3","0.98767405",,"int194RJGJ561","sandstone","220","100","%",,"int194RJGJ5611","pyrite","4135.6","m","4140","m","5","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int194RJGJ5612","argillaceous","4135.6","m","4140","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int194RJGJ5613","carbonaceous","4135.6","m","4140","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int155RJGJ56","interpreted","4140","m","4170","m","2013-11-30T16:04:19.000Z","0.008455867047","m/s","0.0072696758","m/s","0.0073045993","m/s","47939.70175","N","23087.44558","N.m","2.332488596","c/s","1320","kg/m3","1439.356878","kg/m3","0.987674049999999",,"int155RJGJ561","sandstone","220","100","%",,"int155RJGJ5613","pyrite","4120","m","4140","m","7","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int155RJGJ5611","argillaceous","4140","m","4170","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int155RJGJ5612","pyrite","4140","m","4170","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"78RJGJ56","cuttings","4140","m","4170","m","2013-11-30T13:11:49.000Z","0.008455867047","m/s","0.0072696758","m/s","0.0073045993","m/s","47939.70175","N","23087.44558","N.m","2.332488596","c/s","1320","kg/m3","1439.356878","kg/m3","0.987674049999999",,"78RJGJ561","sandstone","220","100","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T12:32:34.000Z","4170","m","21961","ppm","986","ppm","26262","ppm","2148","ppm","115","ppm","2616","ppm","1118","ppm","75","ppm","1400","ppm","103","ppm","8","ppm","130","ppm","291","ppm","29","ppm","369","ppm","68","ppm","10","ppm","86","ppm","91","ppm","19","ppm","116","ppm",,"29693","ppm","29858","ppm","29547","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int152RJGJ56","interpreted","4140","m","4170","m","2013-11-30T13:23:30.000Z","0.008455867047","m/s","0.0072696758","m/s","0.0073045993","m/s","47939.70175","N","23087.44558","N.m","2.332488596","c/s","1320","kg/m3","1439.356878","kg/m3","0.987674049999999",,"int152RJGJ561","sandstone","220","100","%",,"int152RJGJ5612","carbonaceous","4140","m","4170","m","1","%",,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int152RJGJ5611","pyrite","4140","m","4170","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int152RJGJ5613","argillaceous","4140","m","4170","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"79RJGJ56","cuttings","4170","m","4200","m","2013-11-30T14:20:34.000Z","0.008492501985","m/s","0.0073048505","m/s","0.0073362655","m/s","39220.5526215781","N","23906.64058","N.m","2.532498715","c/s","1320","kg/m3","1440.092722","kg/m3","0.987674049999999",,"79RJGJ561","sandstone","220","100","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T13:54:57.000Z","4200","m","17502","ppm","14","ppm","27279","ppm","1774","ppm","0","ppm","2664","ppm","969","ppm","0","ppm","1411","ppm","92","ppm","0","ppm","131","ppm","264","ppm","0","ppm","375","ppm","63","ppm","0","ppm","88","ppm","85","ppm","0","ppm","119","ppm",,"11334","ppm","12678","ppm","9810","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int154RJGJ56","interpreted","4170","m","4200","m","2013-11-30T16:04:19.000Z","0.008492501985","m/s","0.0073048505","m/s","0.0073362655","m/s","39220.5526215781","N","23906.64058","N.m","2.532498715","c/s","1320","kg/m3","1440.092722","kg/m3","0.987674049999999",,"int154RJGJ561","sandstone","220","100","%",,"int154RJGJ5611","carbonaceous","4170","m","4200","m","1","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int154RJGJ5612","argillaceous","4170","m","4200","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int154RJGJ5613","pyrite","4170","m","4200","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"80RJGJ56","cuttings","4200","m","4230","m","2013-11-30T16:33:29.000Z","0.008148799375","m/s","0.0073366504","m/s","0.0073540377","m/s","29731.1387351231","N","24127.21611","N.m","2.627014359","c/s","1320","kg/m3","1440.464761","kg/m3","0.987674049999999",,"80RJGJ562","no sample","00","0","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T15:27:44.000Z","4230","m","16665","ppm","37","ppm","25977","ppm","1729","ppm","6","ppm","2360","ppm","979","ppm","7","ppm","1281","ppm","96","ppm","0","ppm","125","ppm","279","ppm","5","ppm","361","ppm","67","ppm","2","ppm","87","ppm","91","ppm","5","ppm","118","ppm",,"21179","ppm","21273","ppm","21143","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80RJGJ561","sandstone","220","100","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int159RJGJ56","interpreted","4200","m","4230","m","2013-11-30T16:05:14.000Z","0.008148799375","m/s","0.0073366504","m/s","0.0073540377","m/s","29731.1387351231","N","24127.21611","N.m","2.627014359","c/s","1320","kg/m3","1440.464761","kg/m3","0.987674049999999",,"int159RJGJ561","sandstone","220","100","%",,"int159RJGJ5611","pyrite","4200","m","4230","m","1","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int159RJGJ5612","calcareous","4200","m","4230","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"81RJGJ56","cuttings","4230","m","4260","m","2013-11-30T17:13:18.000Z","0.008207825524","m/s","0.0073543832","m/s","0.0073770003","m/s","52036.2054054687","N","23956.01523","N.m","2.666781861","c/s","1320","kg/m3","1442.219788","kg/m3","0.987674049999999",,"81RJGJ561","sandstone","220","100","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-30T16:50:57.000Z","4260","m","12576","ppm","2044","ppm","21419","ppm","1354","ppm","237","ppm","2195","ppm","812","ppm","156","ppm","1228","ppm","84","ppm","18","ppm","120","ppm","251","ppm","61","ppm","352","ppm","65","ppm","20","ppm","86","ppm","90","ppm","35","ppm","117","ppm",,"9247","ppm","9266","ppm","9235","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int160RJGJ56","interpreted","4230","m","4260","m","2013-11-30T18:30:36.000Z","0.008207825524","m/s","0.0073543832","m/s","0.0073770003","m/s","52036.2054054687","N","23956.01523","N.m","2.666781861","c/s","1320","kg/m3","1442.219788","kg/m3","0.987674049999999",,"int160RJGJ561","sandstone","220","100","%",,"int160RJGJ5612","pyrite","4230","m","4260","m","14","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int160RJGJ5611","argillaceous","4230","m","4260","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int162RJGJ56","interpreted","4260","m","4290","m","2013-11-30T19:29:57.000Z","0.008493731892","m/s","0.0073758829","m/s","0.0074045539","m/s","58807.09331","N","24743.34992","N.m","2.666322191","c/s","1320","kg/m3","1442.274528","kg/m3","0.987674049999999",,"int162RJGJ561","sandstone","220","100","%",,"int162RJGJ5611","calcareous","4260","m","4290","m","1","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int162RJGJ5612","argillaceous","4260","m","4290","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int162RJGJ5613","pyrite","4260","m","4290","m","7","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
